# index, as_id, _pos
1641,6441,"array([ 5.44681463, -7.38331955])"
1642,8257,"array([ 5.30730162, -6.1712985 ])"
1643,8258,"array([ 5.31724443, -6.29519524])"
1644,8259,"array([ 5.36222877, -6.8591007 ])"
1645,8260,"array([ 5.24319928, -6.32954763])"
1646,10562,"array([ 5.88224419, -6.93673769])"
1647,8262,"array([ 5.30366635, -6.57747642])"
1648,6448,"array([ 5.38608903, -6.79101028])"
1649,6449,"array([ 5.81677003, -7.46995328])"
1650,6450,"array([ 5.80701351, -7.11801234])"
1651,6451,"array([ 5.46634858, -7.33337483])"
1652,8263,"array([ 5.56404952, -6.53444218])"
1653,1653,"array([ 5.24960973, -6.36111472])"
1654,6453,"array([ 5.4361638 , -6.82081646])"
1655,8264,"array([ 5.38308581, -6.16736034])"
1656,6455,"array([ 5.41674339, -6.96132329])"
1657,1657,"array([ 6.37597931, -6.64274571])"
1658,6456,"array([ 5.55621486, -7.19849922])"
1659,1659,"array([ 5.09204343, -7.53615665])"
1660,1660,"array([ 6.04143353, -6.45698519])"
1661,1661,"array([ 6.05262474, -6.70576391])"
1662,1662,"array([ 6.1181056 , -6.76814701])"
1663,8265,"array([ 5.4535198 , -6.38124262])"
1664,1664,"array([ 6.03932279, -6.68316576])"
1665,6458,"array([ 5.29751427, -6.94715334])"
1666,6459,"array([ 5.7063483 , -7.21488235])"
1667,1667,"array([ 5.70853144, -6.63099086])"
1668,1668,"array([ 5.22321715, -7.21773263])"
1669,6460,"array([ 5.59882443, -7.12957528])"
1670,1670,"array([ 6.08745387, -6.76608197])"
1671,6461,"array([ 5.47305059, -7.00092039])"
1672,1672,"array([ 6.06784664, -6.75123593])"
1673,1673,"array([ 5.88203792, -6.83803346])"
1674,1674,"array([ 6.02179325, -6.63340789])"
1675,1675,"array([ 6.07345623, -6.88563076])"
1676,4433,"array([ 5.40685988, -7.29604569])"
1677,1677,"array([ 6.12787635, -6.694458  ])"
1678,1678,"array([ 6.26299081, -6.87791034])"
1679,1679,"array([ 5.83711557, -6.49349011])"
1680,1680,"array([ 5.27955189, -7.04302032])"
1681,1681,"array([ 6.15081638, -6.99828921])"
1682,1682,"array([ 5.56706042, -6.83455435])"
1683,1683,"array([ 6.07911227, -6.69517877])"
1684,4434,"array([ 5.00018377, -7.34541333])"
1685,6462,"array([ 5.91794793, -6.95803296])"
1686,1686,"array([ 6.10549484, -6.66257204])"
1687,1687,"array([ 6.09546119, -6.71757275])"
1688,4436,"array([ 5.59760413, -7.00907089])"
1689,1689,"array([ 6.21958928, -6.98495503])"
1690,4437,"array([ 5.40087861, -7.24453664])"
1691,1691,"array([ 5.74821054, -7.055696  ])"
1692,6463,"array([ 5.99080329, -7.15895125])"
1693,1693,"array([ 6.1031153 , -6.74261323])"
1694,1694,"array([ 6.01678176, -6.66526182])"
1695,1695,"array([ 6.06948037, -6.72525576])"
1696,10440,"array([ 5.57924829, -7.22220706])"
1697,1697,"array([ 6.27863677, -6.61172612])"
1698,1698,"array([ 5.98604125, -6.37922953])"
1699,6465,"array([ 5.74963252, -7.46734317])"
1700,8267,"array([ 5.42117063, -6.45878951])"
1701,6467,"array([ 5.54361321, -7.04844461])"
1702,6468,"array([ 5.4607538 , -6.79794053])"
1703,4444,"array([ 5.84775898, -6.96124585])"
1704,6469,"array([ 5.62395747, -7.00944362])"
1705,6470,"array([ 5.57829584, -7.03594617])"
1706,1706,"array([ 5.73630969, -7.50207232])"
1707,6471,"array([ 5.43369766, -7.16678803])"
1708,6472,"array([ 5.82233693, -7.07655746])"
1709,6473,"array([ 5.36004807, -7.47788588])"
1710,6474,"array([ 5.5411535 , -6.93309598])"
1711,7687,"array([ 5.37610439, -7.33882665])"
1712,4452,"array([ 5.46982927, -7.14410127])"
1713,6476,"array([ 5.43079698, -7.05694725])"
1714,4454,"array([ 5.93723796, -6.8486747 ])"
1715,6477,"array([ 5.73543071, -6.9136873 ])"
1716,4456,"array([ 5.7431585 , -6.95026798])"
1717,1717,"array([ 5.08458819, -6.80283307])"
1718,6478,"array([ 5.47820215, -6.98014198])"
1719,10295,"array([ 5.35817896, -7.2764814 ])"
1720,4459,"array([ 5.25367634, -7.27436238])"
1721,6480,"array([ 5.38515376, -7.26198101])"
1722,6481,"array([ 5.81026767, -7.29051974])"
1723,6482,"array([ 5.53591481, -7.16715667])"
1724,8269,"array([ 5.11409374, -6.68268531])"
1725,6484,"array([ 5.66296541, -7.21083566])"
1726,4465,"array([ 5.87956529, -7.11302077])"
1727,8270,"array([ 4.78471177, -6.77940123])"
1728,8271,"array([ 5.09522445, -6.93012455])"
1729,6487,"array([ 5.34764964, -6.94216884])"
1730,6488,"array([ 5.59290263, -6.78450094])"
1731,4470,"array([ 6.25789593, -7.09764419])"
1732,1732,"array([ 4.89579928, -6.5030308 ])"
1733,8272,"array([ 5.34795156, -6.66959625])"
1734,4472,"array([ 5.78754036, -6.8920948 ])"
1735,8273,"array([ 5.8224188 , -7.00823465])"
1736,8274,"array([ 4.83452678, -6.78189165])"
1737,4475,"array([ 5.4149504 , -6.94002306])"
1738,8275,"array([ 5.52334634, -6.36416826])"
1739,1739,"array([ 4.77384093, -6.22202886])"
1740,1740,"array([ 5.57139117, -6.9859561 ])"
1741,1741,"array([ 4.89832672, -6.35269263])"
1742,1742,"array([ 4.98687577, -7.07148206])"
1743,10518,"array([ 5.99046054, -7.29769716])"
1744,1744,"array([ 5.7203845 , -6.96099239])"
1745,6494,"array([ 5.86793775, -6.55382578])"
1746,1746,"array([ 5.65944603, -7.01940537])"
1747,1747,"array([ 6.25646191, -6.79939267])"
1748,6495,"array([ 5.65635046, -7.81866274])"
1749,1749,"array([ 5.9700652 , -7.11119675])"
1750,4480,"array([ 6.26007049, -6.17530068])"
1751,4481,"array([ 6.30244728, -6.32550879])"
1752,4482,"array([ 6.23648578, -6.04952745])"
1753,4483,"array([ 6.32665087, -6.08834293])"
1754,1754,"array([ 5.14687774, -6.43123455])"
1755,1755,"array([ 5.23693042, -6.69806572])"
1756,4484,"array([ 6.21389994, -6.26835933])"
1757,1757,"array([ 6.26767524, -6.93568036])"
1758,4485,"array([ 6.18132653, -6.01748254])"
1759,1759,"array([ 5.08712787, -6.59621093])"
1760,1760,"array([ 5.59035246, -7.25851976])"
1761,1761,"array([ 5.19585732, -7.25877519])"
1762,4486,"array([ 6.19835245, -6.03935123])"
1763,4487,"array([ 6.15195183, -6.00721738])"
1764,4488,"array([ 6.44787275, -6.16535874])"
1765,4489,"array([ 6.41342578, -6.14358094])"
1766,4490,"array([ 6.11993361, -6.20487925])"
1767,1767,"array([ 5.52020459, -7.46288121])"
1768,6496,"array([ 6.02130895, -7.31940736])"
1769,4492,"array([ 5.57425458, -6.94177075])"
1770,4493,"array([ 5.44105944, -8.06321191])"
1771,8277,"array([ 5.34303597, -6.64336396])"
1772,4495,"array([ 5.03396772, -6.84639134])"
1773,4496,"array([ 5.82276746, -7.19945262])"
1774,6498,"array([ 5.52015913, -7.22359614])"
1775,6499,"array([ 5.74286114, -7.27216341])"
1776,1776,"array([ 5.55849812, -6.31465552])"
1777,8278,"array([ 4.96866691, -6.13292427])"
1778,1778,"array([ 5.05806848, -7.1188424 ])"
1779,6501,"array([ 5.2196818 , -7.30399896])"
1780,6502,"array([ 5.75720497, -7.00578275])"
1781,6503,"array([ 5.47870036, -7.68847623])"
1782,10297,"array([ 5.5875159 , -7.08519487])"
1783,6505,"array([ 5.19506257, -7.02957607])"
1784,1784,"array([ 5.53599607, -7.36967194])"
1785,1785,"array([ 5.74894259, -6.80846794])"
1786,8280,"array([ 5.54150399, -6.45667425])"
1787,6507,"array([ 5.4060717 , -7.31826787])"
1788,6508,"array([ 6.09993817, -7.34344294])"
1789,1789,"array([ 5.77803341, -7.51084283])"
1790,10442,"array([ 5.54712034, -6.83976999])"
1791,4509,"array([ 6.16006762, -7.40174047])"
1792,10519,"array([ 6.06435707, -6.47681408])"
1793,4511,"array([ 5.75398231, -6.98761376])"
1794,10444,"array([ 5.80609161, -7.41467118])"
1795,4513,"array([ 5.61974499, -7.43747226])"
1796,6512,"array([ 5.45877227, -7.44352903])"
1797,1797,"array([ 5.1958898, -6.9760367])"
1798,1798,"array([ 5.86448005, -7.07168416])"
1799,4515,"array([ 5.30531102, -7.25956257])"
1800,1800,"array([ 5.38891779, -6.88111543])"
1801,8284,"array([ 5.06795311, -6.84120163])"
1802,8285,"array([ 5.80737839, -6.39753315])"
1803,6515,"array([ 5.35299523, -7.14873602])"
1804,4519,"array([ 5.38460189, -7.22261222])"
1805,10520,"array([ 6.26964275, -7.33010735])"
1806,4521,"array([ 5.80365787, -7.01438968])"
1807,6517,"array([ 5.84251168, -7.2329045 ])"
1808,1808,"array([ 5.98762818, -7.0625168 ])"
1809,10302,"array([ 5.67870095, -7.0738592 ])"
1810,10303,"array([ 5.4729465 , -6.83452617])"
1811,10304,"array([ 5.75768587, -6.96936132])"
1812,6521,"array([ 5.62995831, -7.26215128])"
1813,4527,"array([ 5.61219357, -7.12286189])"
1814,10305,"array([ 5.90325297, -7.12154262])"
1815,8291,"array([ 4.54415054, -6.37666072])"
1816,8292,"array([ 6.24792916, -6.56649463])"
1817,6525,"array([ 5.59759771, -6.90178156])"
1818,8293,"array([ 5.27181771, -6.06328159])"
1819,6527,"array([ 5.61069302, -7.02660603])"
1820,4534,"array([ 5.54887454, -7.40719386])"
1821,4535,"array([ 5.69105809, -6.92690432])"
1822,8294,"array([ 5.46900649, -6.33761112])"
1823,8295,"array([ 4.71005025, -6.69512846])"
1824,4538,"array([ 5.12717208, -7.53838739])"
1825,4539,"array([ 5.7876741 , -7.02301771])"
1826,4540,"array([ 5.61713592, -6.9907054 ])"
1827,8296,"array([ 5.05922543, -6.70630425])"
1828,8297,"array([ 5.31404655, -6.71832319])"
1829,4543,"array([ 5.84515897, -7.05865616])"
1830,1830,"array([ 5.54742709, -6.70764981])"
1831,1831,"array([ 5.73900366, -7.75402631])"
1832,4544,"array([ 5.52990491, -7.05808588])"
1833,1833,"array([ 5.41175893, -7.05573769])"
1834,8298,"array([ 5.30572743, -6.45567542])"
1835,1835,"array([ 5.0523604 , -6.34606614])"
1836,1836,"array([ 5.56433959, -6.63651962])"
1837,4546,"array([ 6.35804721, -6.90643707])"
1838,8299,"array([ 4.83843817, -6.47000407])"
1839,1839,"array([ 6.01903056, -6.86006644])"
1840,1840,"array([ 5.56137936, -8.08660725])"
1841,6534,"array([ 5.32866162, -7.30194847])"
1842,1842,"array([ 5.86844799, -6.9541619 ])"
1843,6535,"array([ 5.27880708, -7.37445616])"
1844,4550,"array([ 5.88176448, -6.91704924])"
1845,6536,"array([ 5.31921287, -7.36414032])"
1846,6537,"array([ 6.24437253, -7.0120942 ])"
1847,4553,"array([ 5.44263596, -6.6843453 ])"
1848,4554,"array([ 6.04730001, -7.40217029])"
1849,1849,"array([ 5.34649741, -6.7317932 ])"
1850,1850,"array([ 5.28695811, -6.68156777])"
1851,8300,"array([ 5.18118503, -6.48439435])"
1852,1852,"array([ 5.71698902, -7.64722273])"
1853,1853,"array([ 5.37935091, -6.27505927])"
1854,6539,"array([ 6.19668296, -7.24066505])"
1855,6540,"array([ 5.85967716, -7.24698644])"
1856,6541,"array([ 5.70747428, -7.27007241])"
1857,6542,"array([ 5.64060787, -6.868328  ])"
1858,6543,"array([ 5.03362683, -6.93211588])"
1859,8301,"array([ 5.08697214, -6.69480024])"
1860,6545,"array([ 5.51723977, -6.78112257])"
1861,10306,"array([ 6.12503693, -7.50933087])"
1862,6547,"array([ 5.90000239, -7.4634332 ])"
1863,4565,"array([ 5.59616315, -6.95553177])"
1864,8303,"array([ 5.24022949, -6.72198905])"
1865,6549,"array([ 5.32783604, -7.41506255])"
1866,4568,"array([ 4.90888418, -7.17059504])"
1867,7724,"array([ 5.17574896, -6.94653364])"
1868,6551,"array([ 5.82970504, -7.43497704])"
1869,6552,"array([ 5.23847444, -7.1037425 ])"
1870,6553,"array([ 5.34769852, -7.04217874])"
1871,4573,"array([ 5.25134685, -7.25479216])"
1872,4574,"array([ 5.59081984, -7.16121187])"
1873,6554,"array([ 5.42078489, -7.15861016])"
1874,6555,"array([ 5.92086485, -6.99388963])"
1875,7725,"array([ 5.53574048, -7.0030166 ])"
1876,7726,"array([ 5.24369962, -7.12962551])"
1877,8304,"array([ 4.989431 , -6.7769523])"
1878,10563,"array([ 5.6683512 , -7.49756174])"
1879,1879,"array([ 5.63367567, -7.08270406])"
1880,1880,"array([ 5.07159571, -6.77738954])"
1881,8306,"array([ 5.59508494, -6.44272336])"
1882,1882,"array([ 4.85916835, -6.75587776])"
1883,1883,"array([ 4.86010119, -6.72721379])"
1884,6561,"array([ 5.59107066, -6.81028563])"
1885,4583,"array([ 5.74060597, -7.16520401])"
1886,6562,"array([ 5.69221913, -7.23989146])"
1887,1887,"array([ 5.38911841, -6.67584582])"
1888,1888,"array([ 5.10007276, -6.65905645])"
1889,6563,"array([ 5.5375304 , -7.19075561])"
1890,1890,"array([ 5.25430229, -6.68209472])"
1891,1891,"array([ 5.23905274, -6.76363575])"
1892,8307,"array([ 5.27538054, -6.42634416])"
1893,4587,"array([ 5.52101997, -7.15825906])"
1894,6565,"array([ 5.82144861, -6.89776393])"
1895,4589,"array([ 5.35638488, -6.84079593])"
1896,6566,"array([ 5.52020425, -7.19155429])"
1897,1897,"array([ 5.53999444, -6.63077937])"
1898,6567,"array([ 5.47640867, -7.59492867])"
1899,1899,"array([ 5.52087352, -6.61540953])"
1900,4592,"array([ 5.69823123, -7.0274964 ])"
1901,1901,"array([ 5.49719675, -6.4971549 ])"
1902,1902,"array([ 5.36323367, -6.4749556 ])"
1903,6568,"array([ 5.40489248, -6.65432197])"
1904,6569,"array([ 5.41225032, -7.38083622])"
1905,4595,"array([ 6.14758962, -7.55870002])"
1906,1906,"array([ 5.25022806, -7.31293621])"
1907,4596,"array([ 5.52206956, -7.04272776])"
1908,1908,"array([ 5.34519155, -7.42041726])"
1909,1909,"array([ 5.85515082, -7.55149336])"
1910,6570,"array([ 5.34425764, -7.3146595 ])"
1911,6571,"array([ 5.9358383 , -7.24182919])"
1912,4599,"array([ 5.70218659, -7.19702651])"
1913,1913,"array([ 6.22690108, -6.20223299])"
1914,1914,"array([ 5.90745867, -6.61253783])"
1915,4600,"array([ 5.64410334, -6.99997768])"
1916,1916,"array([ 5.39066778, -7.53854222])"
1917,7731,"array([ 5.36733207, -7.01658899])"
1918,10447,"array([ 5.66276826, -7.24592193])"
1919,8309,"array([ 5.45202987, -6.54464349])"
1920,6575,"array([ 5.6332198 , -7.14046579])"
1921,4605,"array([ 4.89734776, -7.40205072])"
1922,1922,"array([ 4.93289191, -6.32399666])"
1923,6576,"array([ 5.69108374, -7.26360433])"
1924,6577,"array([ 5.48145489, -7.34570585])"
1925,4608,"array([ 5.11406864, -7.27770033])"
1926,4609,"array([ 5.13708881, -7.21847335])"
1927,4610,"array([ 4.7576907, -7.2642823])"
1928,4611,"array([ 4.74179445, -7.23445715])"
1929,7734,"array([ 5.9164753 , -6.88977912])"
1930,1930,"array([ 5.26475319, -6.89902553])"
1931,8310,"array([ 4.91088887, -6.78342402])"
1932,1932,"array([ 5.61068572, -6.71981184])"
1933,4614,"array([ 4.96911485, -7.13618129])"
1934,6580,"array([ 5.68808262, -7.22647833])"
1935,4616,"array([ 4.88487275, -7.3766834 ])"
1936,4617,"array([ 6.37945035, -6.68015308])"
1937,4618,"array([ 5.29295111, -6.72020625])"
1938,4619,"array([ 5.24830998, -6.66097218])"
1939,7736,"array([ 5.36527124, -7.5280728 ])"
1940,4621,"array([ 5.31856339, -7.20021587])"
1941,4622,"array([ 5.13707897, -7.66825035])"
1942,4623,"array([ 5.0047565 , -7.05009433])"
1943,4624,"array([ 5.13620901, -7.01232433])"
1944,6582,"array([ 5.5791119 , -6.96227443])"
1945,6583,"array([ 5.54365994, -6.91209429])"
1946,4627,"array([ 4.98883715, -6.91191477])"
1947,4628,"array([ 5.07919501, -7.10841239])"
1948,6584,"array([ 5.2707404 , -7.26837826])"
1949,4630,"array([ 4.69343242, -6.87384114])"
1950,4631,"array([ 4.93622025, -7.22314305])"
1951,7737,"array([ 5.66924232, -7.34755019])"
1952,6586,"array([ 5.72637663, -7.43034772])"
1953,4634,"array([ 4.86272714, -7.44012767])"
1954,6587,"array([ 5.57943472, -7.38649634])"
1955,1955,"array([ 5.59692344, -6.15344517])"
1956,6588,"array([ 5.45032115, -6.95211419])"
1957,1957,"array([ 5.78371161, -7.20426321])"
1958,4637,"array([ 4.97286138, -7.21103858])"
1959,6589,"array([ 5.38155531, -7.0381473 ])"
1960,4639,"array([ 5.17956377, -6.65601325])"
1961,6590,"array([ 5.39041922, -7.84288912])"
1962,4641,"array([ 4.83040761, -7.31937487])"
1963,4642,"array([ 5.17970138, -6.99640548])"
1964,4643,"array([ 4.88888031, -6.89171668])"
1965,4644,"array([ 4.79583517, -7.31813435])"
1966,4645,"array([ 5.04041184, -7.06088526])"
1967,1967,"array([ 5.36524972, -7.09102716])"
1968,4646,"array([ 5.10409431, -7.06070996])"
1969,4647,"array([ 4.77335436, -7.2962482 ])"
1970,1970,"array([ 5.30723339, -7.65396008])"
1971,4648,"array([ 5.29666854, -7.13013543])"
1972,6591,"array([ 5.37225609, -7.37856635])"
1973,4650,"array([ 4.72659695, -7.28240712])"
1974,4651,"array([ 5.11779743, -7.12793095])"
1975,1975,"array([ 4.95916723, -7.07225524])"
1976,4652,"array([ 4.91827138, -7.19844027])"
1977,6592,"array([ 5.713243  , -6.69368738])"
1978,1978,"array([ 6.28084139, -6.08425054])"
1979,4654,"array([ 4.79993883, -7.21674306])"
1980,4655,"array([ 4.74508285, -7.19650855])"
1981,4656,"array([ 4.78018411, -7.24720815])"
1982,1982,"array([ 5.54268847, -7.26097682])"
1983,4657,"array([ 5.00568308, -6.98081032])"
1984,1984,"array([ 6.3174576 , -6.03815544])"
1985,4658,"array([ 5.08903472, -7.02675362])"
1986,1986,"array([ 6.16236502, -6.04076704])"
1987,6593,"array([ 5.67690493, -6.95245425])"
1988,4660,"array([ 5.41144689, -7.59603278])"
1989,10448,"array([ 5.05247976, -7.70138727])"
1990,4662,"array([ 5.1910799, -7.0563754])"
1991,1991,"array([ 6.26136714, -5.97932271])"
1992,4663,"array([ 4.70271859, -6.83299394])"
1993,6595,"array([ 6.29665586, -6.22385498])"
1994,4665,"array([ 5.20433187, -7.79672795])"
1995,4666,"array([ 5.34582152, -7.46504713])"
1996,7739,"array([ 5.78647244, -7.31056433])"
1997,4668,"array([ 5.21044635, -7.69814932])"
1998,1998,"array([ 6.12414343, -7.09762158])"
1999,4669,"array([ 5.3543785 , -7.39631179])"
2000,4670,"array([ 5.38125302, -7.42050988])"
2001,6597,"array([ 5.63956432, -7.01563026])"
2002,4672,"array([ 5.14822994, -7.38381983])"
2003,2003,"array([ 5.52673607, -6.83312248])"
2004,4673,"array([ 5.2397419 , -7.37903451])"
2005,8312,"array([ 4.88600131, -6.78409788])"
2006,4675,"array([ 5.13511176, -7.2520663 ])"
2007,2007,"array([ 5.18259336, -6.43594515])"
2008,2008,"array([ 4.76886063, -7.21944344])"
2009,8313,"array([ 4.95763207, -6.90013174])"
2010,4677,"array([ 5.15000793, -7.1685829 ])"
2011,2011,"array([ 5.39140332, -7.38590738])"
2012,2012,"array([ 5.5244261 , -6.04357261])"
2013,4678,"array([ 5.15313079, -7.20303226])"
2014,6600,"array([ 5.3122273 , -7.47430286])"
2015,2015,"array([ 5.78021803, -7.26943462])"
2016,4680,"array([ 5.2334105 , -7.26422869])"
2017,4681,"array([ 5.15080256, -7.31595645])"
2018,2018,"array([ 4.72081249, -6.96438227])"
2019,2019,"array([ 6.03009716, -6.38555845])"
2020,4682,"array([ 5.12257645, -7.23278316])"
2021,4683,"array([ 5.04017453, -7.58069209])"
2022,4684,"array([ 4.94288391, -7.54428236])"
2023,4685,"array([ 5.15398142, -7.26233938])"
2024,2024,"array([ 5.82191387, -6.84489188])"
2025,4686,"array([ 5.13741974, -7.18657231])"
2026,6601,"array([ 5.78819242, -7.1843457 ])"
2027,2027,"array([ 4.96900031, -6.81473105])"
2028,2028,"array([ 5.26961029, -6.60787328])"
2029,4688,"array([ 5.09718747, -7.31857137])"
2030,7742,"array([ 5.89578638, -6.9925385 ])"
2031,4690,"array([ 5.41171041, -7.71266233])"
2032,4691,"array([ 5.26911016, -7.24567606])"
2033,2033,"array([ 5.68193278, -7.19784796])"
2034,4692,"array([ 5.0900726 , -7.17550067])"
2035,4693,"array([ 5.17327539, -7.27041309])"
2036,2036,"array([ 5.42890802, -6.10439746])"
2037,4694,"array([ 5.29484044, -7.1902161 ])"
2038,4695,"array([ 5.09747424, -7.28954244])"
2039,4696,"array([ 4.99639878, -7.4674812 ])"
2040,6603,"array([ 5.36937378, -7.05362035])"
2041,2041,"array([ 5.7012946 , -7.01419359])"
2042,2042,"array([ 5.28742081, -7.06436006])"
2043,4698,"array([ 5.13674299, -7.27571023])"
2044,2044,"array([ 5.55492893, -7.45647496])"
2045,6604,"array([ 5.93813228, -7.08036251])"
2046,4700,"array([ 4.96542261, -7.30433597])"
2047,8314,"array([ 5.44871144, -6.56662921])"
2048,2048,"array([ 6.22804407, -6.75444787])"
2049,4702,"array([ 5.19245977, -7.32593632])"
2050,4703,"array([ 5.20502658, -7.35736748])"
2051,4704,"array([ 5.1311325 , -7.32576638])"
2052,2052,"array([ 5.46704191, -7.5479839 ])"
2053,4705,"array([ 5.20160613, -7.39590541])"
2054,4706,"array([ 5.11230282, -7.15964492])"
2055,4707,"array([ 4.97989419, -7.53936992])"
2056,2056,"array([ 6.04300157, -6.65405893])"
2057,4708,"array([ 4.93567121, -7.34191209])"
2058,4709,"array([ 5.03315743, -7.42412683])"
2059,4710,"array([ 5.17100237, -7.3809973 ])"
2060,4711,"array([ 5.19553768, -7.29377998])"
2061,6606,"array([ 5.68985666, -7.06119062])"
2062,4713,"array([ 5.150454  , -7.33875376])"
2063,4714,"array([ 4.96571912, -7.4329738 ])"
2064,6607,"array([ 5.75623741, -6.70131991])"
2065,4716,"array([ 5.09071086, -7.36952157])"
2066,10696,"array([ 5.29294986, -7.09032327])"
2067,10311,"array([ 5.54367428, -7.09816216])"
2068,4719,"array([ 5.14484356, -7.57707233])"
2069,4720,"array([ 5.08964216, -7.34104638])"
2070,8317,"array([ 4.88625384, -6.53789626])"
2071,4722,"array([ 5.30872621, -7.18604578])"
2072,4723,"array([ 5.1924938 , -7.37633419])"
2073,4724,"array([ 5.08797507, -7.23699402])"
2074,4725,"array([ 5.10313698, -7.22180377])"
2075,10450,"array([ 5.47703302, -7.49471289])"
2076,4727,"array([ 5.07704525, -7.2642718 ])"
2077,4728,"array([ 5.10728077, -7.25567923])"
2078,4729,"array([ 5.72624636, -7.57879604])"
2079,4730,"array([ 5.61599754, -7.74884575])"
2080,7748,"array([ 5.62273258, -7.38240327])"
2081,4732,"array([ 5.18493297, -7.35007739])"
2082,4733,"array([ 5.46386139, -7.21590757])"
2083,8319,"array([ 5.39624216, -6.49768942])"
2084,6614,"array([ 5.38534639, -7.08476197])"
2085,4736,"array([ 4.87428413, -7.22421814])"
2086,7750,"array([ 5.35522203, -7.11399311])"
2087,4738,"array([ 4.82008594, -7.15980706])"
2088,4739,"array([ 4.76702975, -7.4074467 ])"
2089,4740,"array([ 4.82209143, -7.38927562])"
2090,4741,"array([ 5.43856035, -7.44634114])"
2091,4742,"array([ 5.03719502, -7.21844844])"
2092,7751,"array([ 5.96417063, -7.41215406])"
2093,4744,"array([ 4.75503842, -7.11906499])"
2094,4745,"array([ 5.50177544, -7.52346426])"
2095,4746,"array([ 5.19875061, -7.50456841])"
2096,4747,"array([ 4.77650756, -7.1852634 ])"
2097,4748,"array([ 4.82071745, -7.28857565])"
2098,4749,"array([ 5.20453807, -7.76165795])"
2099,4750,"array([ 5.29682749, -7.33650458])"
2100,10633,"array([ 5.55013113, -7.07756554])"
2101,6618,"array([ 5.36961068, -7.0732415 ])"
2102,6619,"array([ 5.06206707, -7.24940455])"
2103,6620,"array([ 5.72323122, -7.01212832])"
2104,4755,"array([ 5.4916094 , -6.83878518])"
2105,6621,"array([ 5.64708628, -6.74422462])"
2106,4757,"array([ 5.25481927, -7.69613305])"
2107,2107,"array([ 5.71029136, -6.36072616])"
2108,2108,"array([ 5.1650152 , -6.87954494])"
2109,2109,"array([ 4.6234801 , -6.88151774])"
2110,2110,"array([ 5.54451615, -6.60540974])"
2111,8321,"array([ 5.58165095, -6.34644208])"
2112,4759,"array([ 5.00798286, -7.32018194])"
2113,4760,"array([ 5.18742497, -7.11622773])"
2114,4761,"array([ 5.22224366, -7.52649878])"
2115,4762,"array([ 5.02249305, -7.50149299])"
2116,2116,"array([ 5.52914017, -6.64865318])"
2117,2117,"array([ 5.31702025, -6.39974501])"
2118,2118,"array([ 5.03071417, -6.57555132])"
2119,4763,"array([ 4.89229454, -7.29268227])"
2120,2120,"array([ 5.469966  , -6.48904955])"
2121,6623,"array([ 5.37413068, -7.15401734])"
2122,4765,"array([ 5.19158184, -7.45498957])"
2123,4766,"array([ 5.45909466, -7.35494458])"
2124,4767,"array([ 5.10500967, -7.62234322])"
2125,4768,"array([ 5.25593165, -7.04747343])"
2126,7754,"array([ 5.7608508 , -6.84917442])"
2127,10314,"array([ 5.54165859, -7.4734565 ])"
2128,2128,"array([ 5.06202559, -6.93768177])"
2129,7756,"array([ 5.90948172, -6.93540087])"
2130,7757,"array([ 5.35903926, -7.18821248])"
2131,2131,"array([ 5.37254007, -5.88931455])"
2132,4773,"array([ 4.81165768, -7.25120035])"
2133,4774,"array([ 5.1738298 , -7.21010558])"
2134,2134,"array([ 5.58588433, -6.61122733])"
2135,2135,"array([ 5.10680448, -6.87995337])"
2136,10686,"array([ 5.65193457, -7.39230059])"
2137,4776,"array([ 5.20078266, -6.94833794])"
2138,4777,"array([ 5.17079921, -7.24699124])"
2139,4778,"array([ 5.31290127, -7.28130129])"
2140,2140,"array([ 6.00541664, -6.78231683])"
2141,6629,"array([ 6.00924223, -7.00137954])"
2142,4780,"array([ 5.32310802, -7.09591093])"
2143,6630,"array([ 5.27630388, -7.28822986])"
2144,10316,"array([ 5.79366302, -7.25625838])"
2145,4783,"array([ 5.18522086, -7.22555147])"
2146,2146,"array([ 5.25795349, -6.77390239])"
2147,7760,"array([ 5.39883887, -7.11843735])"
2148,2148,"array([ 5.03143608, -6.07216708])"
2149,6633,"array([ 5.80745782, -6.56917325])"
2150,2150,"array([ 5.70636584, -7.29704719])"
2151,4786,"array([ 5.23851051, -7.18847733])"
2152,4787,"array([ 5.66512242, -7.31106392])"
2153,4788,"array([ 5.20981138, -7.27942876])"
2154,10317,"array([ 5.39872565, -7.18177927])"
2155,4790,"array([ 5.3395257 , -7.57795026])"
2156,4791,"array([ 5.31068393, -7.5609099 ])"
2157,4792,"array([ 5.58219149, -7.43057432])"
2158,4793,"array([ 5.0127829 , -7.19540802])"
2159,4794,"array([ 4.85397515, -7.15455611])"
2160,4795,"array([ 5.15902106, -7.70028968])"
2161,6635,"array([ 5.70607191, -6.85774729])"
2162,4797,"array([ 4.80787881, -7.4656588 ])"
2163,4798,"array([ 5.23436027, -7.23837238])"
2164,4799,"array([ 5.30245551, -7.31934172])"
2165,4800,"array([ 5.09752798, -7.67167695])"
2166,4801,"array([ 5.09631455, -7.09306153])"
2167,10318,"array([ 5.80894903, -6.28642389])"
2168,4803,"array([ 5.22118334, -6.94321975])"
2169,4804,"array([ 4.82638277, -7.49429504])"
2170,4805,"array([ 4.96733288, -7.09926533])"
2171,6637,"array([ 5.84933778, -7.40258478])"
2172,4807,"array([ 4.5853406 , -7.46979757])"
